grid_id,lat,lon
000150,51.403,-100.2246
000151,51.403,-99.974594
000152,51.403,-99.724594
000153,51.403,-99.474594
000154,51.403,-99.22459
000155,51.403,-98.97459
000156,51.403,-98.72459
000157,51.403,-98.47458
000158,51.403,-98.22458
000159,51.403,-97.97457
000160,51.403,-97.72457
000161,51.403,-97.47457
000162,51.403,-97.22456
000163,51.403,-96.97456
000164,51.403,-96.72456
000165,51.403,-96.474556
000166,51.403,-96.224556
000167,51.403,-95.974556
000168,51.403,-95.72455
000169,51.403,-95.47455
000170,51.403,-95.22455
000171,51.403,-94.97454
000172,51.403,-94.72454
000173,51.403,-94.47454
000174,51.403,-94.22453
000175,51.403,-93.97453
000176,51.403,-93.72453
000177,51.403,-93.474525
000178,51.403,-93.224525
000179,51.403,-92.97452
000180,51.403,-92.72452
000181,51.403,-92.47452
000182,51.403,-92.22451
000183,51.403,-91.97451
000184,51.403,-91.72451
000185,51.403,-91.4745
000186,51.403,-91.2245
000187,51.403,-90.9745
000188,51.403,-90.724495
000189,51.403,-90.474495
000190,51.403,-90.224495
000191,51.403,-89.97449
000192,51.403,-89.72449
000193,51.403,-89.47449
000194,51.403,-89.22448
000195,51.403,-88.97448
000196,51.403,-88.72448
000197,51.403,-88.47447
000198,51.403,-88.22447
000199,51.403,-87.974464
000200,51.403,-87.724464
000201,51.403,-87.474464
000202,51.403,-87.22446
000203,51.403,-86.97446
000204,51.403,-86.72446
000205,51.403,-86.47445
000206,51.403,-86.22445
000207,51.403,-85.97445
000208,51.403,-85.72444
000209,51.403,-85.47444
000210,51.403,-85.22444
000211,51.403,-84.974434
000212,51.403,-84.724434
000213,51.403,-84.474434
000214,51.403,-84.22443
000215,51.403,-83.97443
000216,51.403,-83.72443
000217,51.403,-83.47442
000218,51.403,-83.22442
000219,51.403,-82.97441
000220,51.403,-82.72441
000221,51.403,-82.47441
000222,51.403,-82.2244
000223,51.403,-81.9744
000224,51.403,-81.7244
000225,51.403,-81.474396
000226,51.403,-81.224396
000227,51.403,-80.974396
000228,51.403,-80.72439
000229,51.403,-80.47439
000230,51.403,-80.22439
000231,51.403,-79.97438
000232,51.403,-79.72438
000233,51.403,-79.47438
000234,51.403,-79.22437
000235,51.403,-78.97437
000236,51.403,-78.724365
000237,51.403,-78.474365
000238,51.403,-78.224365
000239,51.403,-77.97436
000240,51.403,-77.72436
000241,51.403,-77.47436
000242,51.403,-77.22435
000243,51.403,-76.97435
000244,51.403,-76.72435
000245,51.403,-76.47434
000246,51.403,-76.22434
000247,51.403,-75.97434
000248,51.403,-75.724335
000249,51.403,-75.474335
000250,51.403,-75.224335
000251,51.403,-74.97433
000252,51.403,-74.72433
000253,51.403,-74.47433
000254,51.403,-74.22432
000255,51.403,-73.97432
000256,51.403,-73.72431
000257,51.403,-73.47431
000258,51.403,-73.22431
000259,51.403,-72.974304
000260,51.403,-72.724304
000261,51.403,-72.474304
000262,51.403,-72.2243
000263,51.403,-71.9743
000264,51.403,-71.7243
000265,51.403,-71.47429
000266,51.403,-71.22429
000267,51.403,-70.97429
000268,51.403,-70.72428
000269,51.403,-70.47428
000270,51.403,-70.22428
000271,51.403,-69.97427
000272,51.403,-69.72427
000273,51.403,-69.47427
000274,51.403,-69.224266
000275,51.403,-68.974266
000276,51.403,-68.72426
000277,51.403,-68.47426
000278,51.403,-68.22426
000279,51.403,-67.97425
000280,51.403,-67.72425
000281,51.403,-67.47425
000282,51.403,-67.22424
000283,51.403,-66.97424
000284,51.403,-66.72424
000285,51.403,-66.474236
000286,51.403,-66.224236
000287,51.403,-65.974236
000288,51.403,-65.72423
000289,51.403,-65.47423
000290,51.403,-65.22423
000291,51.403,-64.97422
000292,51.403,-64.72422
000293,51.403,-64.47422
000294,51.403,-64.22421
000295,51.403,-63.974213
000296,51.403,-63.72421
000297,51.403,-63.474205
000298,51.403,-63.224205
000299,51.403,-62.9742
000300,51.403,-62.724197
000301,51.403,-62.474194
000302,51.403,-62.224194
000303,51.403,-61.97419
000304,51.403,-61.724186
000305,51.403,-61.474186
000306,51.403,-61.224182
000307,51.403,-60.97418
000308,51.403,-60.72418
000309,51.403,-60.474174
000310,51.403,-60.22417
000311,51.403,-59.974167
000312,51.403,-59.724167
000313,51.403,-59.474163
000314,51.403,-59.22416
000315,51.403,-58.97416
000316,51.403,-58.724155
000317,51.403,-58.47415
000318,51.403,-58.22415
000319,51.403,-57.974148
000320,51.403,-57.724144
000321,51.403,-57.47414
000322,51.403,-57.22414
000323,51.403,-56.974136
000324,51.403,-56.724133
000325,51.403,-56.474133
000326,51.403,-56.22413
000327,51.403,-55.974125
000328,51.403,-55.72412
000329,51.403,-55.47412
000330,51.403,-55.224117
000331,51.403,-54.974113
000332,51.403,-54.724113
000333,51.403,-54.47411
000334,51.403,-54.224106
000335,51.403,-53.974106
000336,51.403,-53.724102
000337,51.403,-53.4741
000338,51.403,-53.224094
000339,51.403,-52.974094
000340,51.403,-52.72409
000341,51.403,-52.474087
000342,51.403,-52.224087
000343,51.403,-51.974083
000344,51.403,-51.72408
000345,51.403,-51.47408
000346,51.403,-51.224075
000347,51.403,-50.97407
000348,51.403,-50.724068
000349,51.403,-50.474068
000350,51.403,-50.224064
000351,51.403,-49.97406
000352,51.403,-49.72406
000353,51.403,-49.474056
000354,51.403,-49.224052
000355,51.403,-48.974052
000356,51.403,-48.72405
000357,51.403,-48.474045
000358,51.403,-48.22404
000359,51.403,-47.97404
000360,51.403,-47.724037
000361,51.403,-47.474033
000362,51.403,-47.224033
000363,51.403,-46.97403
000364,51.403,-46.724026
000365,51.403,-46.474026
000366,51.403,-46.224022
000367,51.403,-45.97402
000368,51.403,-45.724014
000369,51.403,-45.474014
000370,51.403,-45.22401
000371,51.403,-44.974007
000372,51.403,-44.724007
000373,51.403,-44.474003
000374,51.403,-44.224
001000,51.153,-137.725
001001,51.153,-137.47499
001002,51.153,-137.22499
001003,51.153,-136.97499
001004,51.153,-136.72499
001005,51.153,-136.47499
001006,51.153,-136.22499
001007,51.153,-135.97498
001008,51.153,-135.72498
001009,51.153,-135.47498
001010,51.153,-135.22498
001011,51.153,-134.97498
001012,51.153,-134.72496
001013,51.153,-134.47496
001014,51.153,-134.22496
001015,51.153,-133.97496
001016,51.153,-133.72496
001017,51.153,-133.47496
001018,51.153,-133.22495
001019,51.153,-132.97495
001020,51.153,-132.72495
001021,51.153,-132.47495
001022,51.153,-132.22495
001023,51.153,-131.97495
001024,51.153,-131.72493
001025,51.153,-131.47493
001026,51.153,-131.22493
001027,51.153,-130.97493
001028,51.153,-130.72493
001029,51.153,-130.47493
001030,51.153,-130.22491
001031,51.153,-129.97491
001032,51.153,-129.72491
001033,51.153,-129.47491
001034,51.153,-129.22491
001035,51.153,-128.9749
001036,51.153,-128.7249
001037,51.153,-128.4749
001038,51.153,-128.2249
001039,51.153,-127.9749
001040,51.153,-127.72489
001041,51.153,-127.47489
001042,51.153,-127.224884
001043,51.153,-126.974884
001044,51.153,-126.724884
001045,51.153,-126.47488
001046,51.153,-126.22488
001047,51.153,-125.97488
001048,51.153,-125.72487
001049,51.153,-125.47487
001050,51.153,-125.22487
001051,51.153,-124.97486
001052,51.153,-124.72486
001053,51.153,-124.47486
001054,51.153,-124.22485
001055,51.153,-123.97485
001056,51.153,-123.72485
001057,51.153,-123.474846
001058,51.153,-123.224846
001059,51.153,-122.974846
001060,51.153,-122.72484
001061,51.153,-122.47484
001062,51.153,-122.22483
001063,51.153,-121.97483
001064,51.153,-121.72483
001065,51.153,-121.47482
001066,51.153,-121.22482
001067,51.153,-120.97482
001068,51.153,-120.724815
001069,51.153,-120.474815
001070,51.153,-120.224815
001071,51.153,-119.97481
001072,51.153,-119.72481
001073,51.153,-119.47481
001074,51.153,-119.2248
001075,51.153,-118.9748
001076,51.153,-118.7248
001077,51.153,-118.47479
001078,51.153,-118.22479
001079,51.153,-117.97479
001080,51.153,-117.724785
001081,51.153,-117.474785
001082,51.153,-117.22478
001083,51.153,-116.97478
001084,51.153,-116.72478
001085,51.153,-116.47477
001086,51.153,-116.22477
001087,51.153,-115.97477
001088,51.153,-115.72476
001089,51.153,-115.47476
001090,51.153,-115.22476
001091,51.153,-114.974754
001092,51.153,-114.724754
001093,51.153,-114.474754
001094,51.153,-114.22475
001095,51.153,-113.97475
001096,51.153,-113.72475
001097,51.153,-113.47474
001098,51.153,-113.22474
001099,51.153,-112.97474
001100,51.153,-112.72473
001101,51.153,-112.47473
001102,51.153,-112.224724
001103,51.153,-111.974724
001104,51.153,-111.724724
001105,51.153,-111.47472
001106,51.153,-111.22472
001107,51.153,-110.97472
001108,51.153,-110.72471
001109,51.153,-110.47471
001110,51.153,-110.22471
001111,51.153,-109.9747
001112,51.153,-109.7247
001113,51.153,-109.4747
001114,51.153,-109.22469
001115,51.153,-108.97469
001116,51.153,-108.72469
001117,51.153,-108.474686
001118,51.153,-108.224686
001119,51.153,-107.97468
001120,51.153,-107.72468
001121,51.153,-107.47468
001122,51.153,-107.22467
001123,51.153,-106.97467
001124,51.153,-106.72467
001125,51.153,-106.47466
001126,51.153,-106.22466
001127,51.153,-105.97466
001128,51.153,-105.724655
001129,51.153,-105.474655
001130,51.153,-105.224655
001131,51.153,-104.97465
001132,51.153,-104.72465
001133,51.153,-104.47465
001134,51.153,-104.22464
001135,51.153,-103.97464
001136,51.153,-103.72464
001137,51.153,-103.47463
001138,51.153,-103.22463
001139,51.153,-102.974625
001140,51.153,-102.724625
001141,51.153,-102.474625
001142,51.153,-102.22462
001143,51.153,-101.97462
001144,51.153,-101.72462
001145,51.153,-101.47461
001146,51.153,-101.22461
001147,51.153,-100.97461
001148,51.153,-100.7246
001149,51.153,-100.4746
001150,51.153,-100.2246
001151,51.153,-99.974594
001152,51.153,-99.724594
001153,51.153,-99.474594
001154,51.153,-99.22459
001155,51.153,-98.97459
001156,51.153,-98.72459
001157,51.153,-98.47458
001158,51.153,-98.22458
001159,51.153,-97.97457
001160,51.153,-97.72457
001161,51.153,-97.47457
001162,51.153,-97.22456
001163,51.153,-96.97456
001164,51.153,-96.72456
001165,51.153,-96.474556
001166,51.153,-96.224556
001167,51.153,-95.974556
001168,51.153,-95.72455
001169,51.153,-95.47455
001170,51.153,-95.22455
001171,51.153,-94.97454
001172,51.153,-94.72454
001173,51.153,-94.47454
001174,51.153,-94.22453
001175,51.153,-93.97453
001176,51.153,-93.72453
001177,51.153,-93.474525
001178,51.153,-93.224525
001179,51.153,-92.97452
001180,51.153,-92.72452
001181,51.153,-92.47452
001182,51.153,-92.22451
001183,51.153,-91.97451
001184,51.153,-91.72451
001185,51.153,-91.4745
001186,51.153,-91.2245
001187,51.153,-90.9745
001188,51.153,-90.724495
001189,51.153,-90.474495
001190,51.153,-90.224495
001191,51.153,-89.97449
001192,51.153,-89.72449
001193,51.153,-89.47449
001194,51.153,-89.22448
001195,51.153,-88.97448
001196,51.153,-88.72448
001197,51.153,-88.47447
001198,51.153,-88.22447
001199,51.153,-87.974464
001200,51.153,-87.724464
001201,51.153,-87.474464
001202,51.153,-87.22446
001203,51.153,-86.97446
001204,51.153,-86.72446
001205,51.153,-86.47445
001206,51.153,-86.22445
001207,51.153,-85.97445
001208,51.153,-85.72444
001209,51.153,-85.47444
001210,51.153,-85.22444
001211,51.153,-84.974434
001212,51.153,-84.724434
001213,51.153,-84.474434
001214,51.153,-84.22443
001215,51.153,-83.97443
001216,51.153,-83.72443
001217,51.153,-83.47442
001218,51.153,-83.22442
001219,51.153,-82.97441
001220,51.153,-82.72441
001221,51.153,-82.47441
001222,51.153,-82.2244
001223,51.153,-81.9744
001224,51.153,-81.7244
001225,51.153,-81.474396
001226,51.153,-81.224396
001227,51.153,-80.974396
001228,51.153,-80.72439
001229,51.153,-80.47439
001230,51.153,-80.22439
001231,51.153,-79.97438
001232,51.153,-79.72438
001233,51.153,-79.47438
001234,51.153,-79.22437
001235,51.153,-78.97437
001236,51.153,-78.724365
001237,51.153,-78.474365
001238,51.153,-78.224365
001239,51.153,-77.97436
001240,51.153,-77.72436
001241,51.153,-77.47436
001242,51.153,-77.22435
001243,51.153,-76.97435
001244,51.153,-76.72435
001245,51.153,-76.47434
001246,51.153,-76.22434
001247,51.153,-75.97434
001248,51.153,-75.724335
001249,51.153,-75.474335
001250,51.153,-75.224335
001251,51.153,-74.97433
001252,51.153,-74.72433
001253,51.153,-74.47433
001254,51.153,-74.22432
001255,51.153,-73.97432
001256,51.153,-73.72431
001257,51.153,-73.47431
001258,51.153,-73.22431
001259,51.153,-72.974304
001260,51.153,-72.724304
001261,51.153,-72.474304
001262,51.153,-72.2243
001263,51.153,-71.9743
001264,51.153,-71.7243
001265,51.153,-71.47429
001266,51.153,-71.22429
001267,51.153,-70.97429
001268,51.153,-70.72428
001269,51.153,-70.47428
001270,51.153,-70.22428
001271,51.153,-69.97427
001272,51.153,-69.72427
001273,51.153,-69.47427
001274,51.153,-69.224266
001275,51.153,-68.974266
001276,51.153,-68.72426
001277,51.153,-68.47426
001278,51.153,-68.22426
001279,51.153,-67.97425
001280,51.153,-67.72425
001281,51.153,-67.47425
001282,51.153,-67.22424
001283,51.153,-66.97424
001284,51.153,-66.72424
001285,51.153,-66.474236
001286,51.153,-66.224236
001287,51.153,-65.974236
001288,51.153,-65.72423
001289,51.153,-65.47423
001290,51.153,-65.22423
001291,51.153,-64.97422
001292,51.153,-64.72422
001293,51.153,-64.47422
001294,51.153,-64.22421
001295,51.153,-63.974213
001296,51.153,-63.72421
001297,51.153,-63.474205
001298,51.153,-63.224205
001299,51.153,-62.9742
001300,51.153,-62.724197
001301,51.153,-62.474194
001302,51.153,-62.224194
001303,51.153,-61.97419
001304,51.153,-61.724186
001305,51.153,-61.474186
001306,51.153,-61.224182
001307,51.153,-60.97418
001308,51.153,-60.72418
001309,51.153,-60.474174
001310,51.153,-60.22417
001311,51.153,-59.974167
001312,51.153,-59.724167
001313,51.153,-59.474163
001314,51.153,-59.22416
001315,51.153,-58.97416
001316,51.153,-58.724155
001317,51.153,-58.47415
001318,51.153,-58.22415
001319,51.153,-57.974148
001320,51.153,-57.724144
001321,51.153,-57.47414
001322,51.153,-57.22414
001323,51.153,-56.974136
001324,51.153,-56.724133
001325,51.153,-56.474133
001326,51.153,-56.22413
001327,51.153,-55.974125
001328,51.153,-55.72412
001329,51.153,-55.47412
001330,51.153,-55.224117
001331,51.153,-54.974113
001332,51.153,-54.724113
001333,51.153,-54.47411
001334,51.153,-54.224106
001335,51.153,-53.974106
001336,51.153,-53.724102
001337,51.153,-53.4741
001338,51.153,-53.224094
001339,51.153,-52.974094
001340,51.153,-52.72409
001341,51.153,-52.474087
001342,51.153,-52.224087
001343,51.153,-51.974083
001344,51.153,-51.72408
001345,51.153,-51.47408
001346,51.153,-51.224075
001347,51.153,-50.97407
001348,51.153,-50.724068
001349,51.153,-50.474068
001350,51.153,-50.224064
001351,51.153,-49.97406
001352,51.153,-49.72406
001353,51.153,-49.474056
001354,51.153,-49.224052
001355,51.153,-48.974052
001356,51.153,-48.72405
001357,51.153,-48.474045
001358,51.153,-48.22404
001359,51.153,-47.97404
001360,51.153,-47.724037
001361,51.153,-47.474033
001362,51.153,-47.224033
001363,51.153,-46.97403
001364,51.153,-46.724026
001365,51.153,-46.474026
001366,51.153,-46.224022
001367,51.153,-45.97402
001368,51.153,-45.724014
001369,51.153,-45.474014
001370,51.153,-45.22401
001371,51.153,-44.974007
001372,51.153,-44.724007
001373,51.153,-44.474003
001374,51.153,-44.224
002000,50.903,-137.725
002001,50.903,-137.47499
002002,50.903,-137.22499
002003,50.903,-136.97499
002004,50.903,-136.72499
002005,50.903,-136.47499
002006,50.903,-136.22499
002007,50.903,-135.97498
002008,50.903,-135.72498
002009,50.903,-135.47498
002010,50.903,-135.22498
002011,50.903,-134.97498
002012,50.903,-134.72496
002013,50.903,-134.47496
002014,50.903,-134.22496
002015,50.903,-133.97496
002016,50.903,-133.72496
002017,50.903,-133.47496
002018,50.903,-133.22495
002019,50.903,-132.97495
002020,50.903,-132.72495
002021,50.903,-132.47495
002022,50.903,-132.22495
002023,50.903,-131.97495
002024,50.903,-131.72493
002025,50.903,-131.47493
002026,50.903,-131.22493
002027,50.903,-130.97493
002028,50.903,-130.72493
002029,50.903,-130.47493
002030,50.903,-130.22491
002031,50.903,-129.97491
002032,50.903,-129.72491
002033,50.903,-129.47491
002034,50.903,-129.22491
002035,50.903,-128.9749
002036,50.903,-128.7249
002037,50.903,-128.4749
002038,50.903,-128.2249
002039,50.903,-127.9749
002040,50.903,-127.72489
002041,50.903,-127.47489
002042,50.903,-127.224884
002043,50.903,-126.974884
002044,50.903,-126.724884
002045,50.903,-126.47488
002046,50.903,-126.22488
002047,50.903,-125.97488
002048,50.903,-125.72487
002049,50.903,-125.47487
002050,50.903,-125.22487
002051,50.903,-124.97486
002052,50.903,-124.72486
002053,50.903,-124.47486
002054,50.903,-124.22485
002055,50.903,-123.97485
002056,50.903,-123.72485
002057,50.903,-123.474846
002058,50.903,-123.224846
002059,50.903,-122.974846
002060,50.903,-122.72484
002061,50.903,-122.47484
002062,50.903,-122.22483
002063,50.903,-121.97483
002064,50.903,-121.72483
002065,50.903,-121.47482
002066,50.903,-121.22482
002067,50.903,-120.97482
002068,50.903,-120.724815
002069,50.903,-120.474815
002070,50.903,-120.224815
002071,50.903,-119.97481
002072,50.903,-119.72481
002073,50.903,-119.47481
002074,50.903,-119.2248
002075,50.903,-118.9748
002076,50.903,-118.7248
002077,50.903,-118.47479
002078,50.903,-118.22479
002079,50.903,-117.97479
002080,50.903,-117.724785
002081,50.903,-117.474785
002082,50.903,-117.22478
002083,50.903,-116.97478
002084,50.903,-116.72478
002085,50.903,-116.47477
002086,50.903,-116.22477
002087,50.903,-115.97477
002088,50.903,-115.72476
002089,50.903,-115.47476
002090,50.903,-115.22476
002091,50.903,-114.974754
002092,50.903,-114.724754
002093,50.903,-114.474754
002094,50.903,-114.22475
002095,50.903,-113.97475
002096,50.903,-113.72475
002097,50.903,-113.47474
002098,50.903,-113.22474
002099,50.903,-112.97474
002100,50.903,-112.72473
002101,50.903,-112.47473
002102,50.903,-112.224724
002103,50.903,-111.974724
002104,50.903,-111.724724
002105,50.903,-111.47472
002106,50.903,-111.22472
002107,50.903,-110.97472
002108,50.903,-110.72471
002109,50.903,-110.47471
002110,50.903,-110.22471
002111,50.903,-109.9747
002112,50.903,-109.7247
002113,50.903,-109.4747
002114,50.903,-109.22469
002115,50.903,-108.97469
002116,50.903,-108.72469
002117,50.903,-108.474686
002118,50.903,-108.224686
002119,50.903,-107.97468
002120,50.903,-107.72468
002121,50.903,-107.47468
002122,50.903,-107.22467
002123,50.903,-106.97467
002124,50.903,-106.72467
002125,50.903,-106.47466
002126,50.903,-106.22466
002127,50.903,-105.97466
002128,50.903,-105.724655
002129,50.903,-105.474655
002130,50.903,-105.224655
002131,50.903,-104.97465
002132,50.903,-104.72465
002133,50.903,-104.47465
002134,50.903,-104.22464
002135,50.903,-103.97464
002136,50.903,-103.72464
002137,50.903,-103.47463
002138,50.903,-103.22463
002139,50.903,-102.974625
002140,50.903,-102.724625
002141,50.903,-102.474625
002142,50.903,-102.22462
002143,50.903,-101.97462
002144,50.903,-101.72462
002145,50.903,-101.47461
002146,50.903,-101.22461
002147,50.903,-100.97461
002148,50.903,-100.7246
002149,50.903,-100.4746
002150,50.903,-100.2246
002151,50.903,-99.974594
002152,50.903,-99.724594
002153,50.903,-99.474594
002154,50.903,-99.22459
002155,50.903,-98.97459
002156,50.903,-98.72459
002157,50.903,-98.47458
002158,50.903,-98.22458
002159,50.903,-97.97457
002160,50.903,-97.72457
002161,50.903,-97.47457
002162,50.903,-97.22456
002163,50.903,-96.97456
002164,50.903,-96.72456
002165,50.903,-96.474556
002166,50.903,-96.224556
002167,50.903,-95.974556
002168,50.903,-95.72455
002169,50.903,-95.47455
002170,50.903,-95.22455
002171,50.903,-94.97454
002172,50.903,-94.72454
002173,50.903,-94.47454
002174,50.903,-94.22453
002175,50.903,-93.97453
002176,50.903,-93.72453
002177,50.903,-93.474525
002178,50.903,-93.224525
002179,50.903,-92.97452
002180,50.903,-92.72452
002181,50.903,-92.47452
002182,50.903,-92.22451
002183,50.903,-91.97451
002184,50.903,-91.72451
002185,50.903,-91.4745
002186,50.903,-91.2245
002187,50.903,-90.9745
002188,50.903,-90.724495
002189,50.903,-90.474495
002190,50.903,-90.224495
002191,50.903,-89.97449
002192,50.903,-89.72449
002193,50.903,-89.47449
002194,50.903,-89.22448
002195,50.903,-88.97448
002196,50.903,-88.72448
002197,50.903,-88.47447
002198,50.903,-88.22447
002199,50.903,-87.974464
002200,50.903,-87.724464
002201,50.903,-87.474464
002202,50.903,-87.22446
002203,50.903,-86.97446
002204,50.903,-86.72446
002205,50.903,-86.47445
002206,50.903,-86.22445
002207,50.903,-85.97445
002208,50.903,-85.72444
002209,50.903,-85.47444
002210,50.903,-85.22444
002211,50.903,-84.974434
002212,50.903,-84.724434
002213,50.903,-84.474434
002214,50.903,-84.22443
002215,50.903,-83.97443
002216,50.903,-83.72443
002217,50.903,-83.47442
002218,50.903,-83.22442
002219,50.903,-82.97441
002220,50.903,-82.72441
002221,50.903,-82.47441
002222,50.903,-82.2244
002223,50.903,-81.9744
002224,50.903,-81.7244
002225,50.903,-81.474396
002226,50.903,-81.224396
002227,50.903,-80.974396
002228,50.903,-80.72439
002229,50.903,-80.47439
002230,50.903,-80.22439
002231,50.903,-79.97438
002232,50.903,-79.72438
002233,50.903,-79.47438
002234,50.903,-79.22437
002235,50.903,-78.97437
002236,50.903,-78.724365
002237,50.903,-78.474365
002238,50.903,-78.224365
002239,50.903,-77.97436
002240,50.903,-77.72436
002241,50.903,-77.47436
002242,50.903,-77.22435
002243,50.903,-76.97435
002244,50.903,-76.72435
002245,50.903,-76.47434
002246,50.903,-76.22434
002247,50.903,-75.97434
002248,50.903,-75.724335
002249,50.903,-75.474335
002250,50.903,-75.224335
002251,50.903,-74.97433
002252,50.903,-74.72433
002253,50.903,-74.47433
002254,50.903,-74.22432
002255,50.903,-73.97432
002256,50.903,-73.72431
002257,50.903,-73.47431
002258,50.903,-73.22431
002259,50.903,-72.974304
002260,50.903,-72.724304
002261,50.903,-72.474304
002262,50.903,-72.2243
002263,50.903,-71.9743
002264,50.903,-71.7243
002265,50.903,-71.47429
002266,50.903,-71.22429
002267,50.903,-70.97429
002268,50.903,-70.72428
002269,50.903,-70.47428
002270,50.903,-70.22428
002271,50.903,-69.97427
002272,50.903,-69.72427
002273,50.903,-69.47427
002274,50.903,-69.224266
002275,50.903,-68.974266
002276,50.903,-68.72426
002277,50.903,-68.47426
002278,50.903,-68.22426
002279,50.903,-67.97425
002280,50.903,-67.72425
002281,50.903,-67.47425
002282,50.903,-67.22424
002283,50.903,-66.97424
002284,50.903,-66.72424
002285,50.903,-66.474236
002286,50.903,-66.224236
002287,50.903,-65.974236
002288,50.903,-65.72423
002289,50.903,-65.47423
002290,50.903,-65.22423
002291,50.903,-64.97422
002292,50.903,-64.72422
002293,50.903,-64.47422
002294,50.903,-64.22421
002295,50.903,-63.974213
002296,50.903,-63.72421
002297,50.903,-63.474205
002298,50.903,-63.224205
002299,50.903,-62.9742
002300,50.903,-62.724197
002301,50.903,-62.474194
002302,50.903,-62.224194
002303,50.903,-61.97419
002304,50.903,-61.724186
002305,50.903,-61.474186
002306,50.903,-61.224182
002307,50.903,-60.97418
002308,50.903,-60.72418
002309,50.903,-60.474174
002310,50.903,-60.22417
002311,50.903,-59.974167
002312,50.903,-59.724167
002313,50.903,-59.474163
002314,50.903,-59.22416
002315,50.903,-58.97416
002316,50.903,-58.724155
002317,50.903,-58.47415
002318,50.903,-58.22415
002319,50.903,-57.974148
002320,50.903,-57.724144
002321,50.903,-57.47414
002322,50.903,-57.22414
002323,50.903,-56.974136
002324,50.903,-56.724133
